Timestep;Time span;Sum [var]
0;00:00:00;2187,3107234776066
1;00:01:00;2186,759447043375
2;00:02:00;2163,176297685975
3;00:03:00;2155,686679588331
4;00:04:00;2152,8554802274366
5;00:05:00;2143,6253176676128
6;00:06:00;2125,8285774584106
7;00:07:00;2116,900962857975
8;00:08:00;2101,5695219065306
9;00:09:00;2099,645679133771
10;00:10:00;2098,5968816037152
11;00:11:00;2094,0934454287903
12;00:12:00;2066,8467245580164
13;00:13:00;2057,32394366646
14;00:14:00;2053,91608367305
15;00:15:00;2049,203585905893
16;00:16:00;2045,9577880204163
17;00:17:00;2042,420449539672
18;00:18:00;2039,1483185499012
19;00:19:00;2034,7006439129698
20;00:20:00;2028,256591745828
21;00:21:00;2027,2445656613324
22;00:22:00;2024,6041547157533
23;00:23:00;2022,628990470314
24;00:24:00;2004,4504802345984
25;00:25:00;1995,273747420672
26;00:26:00;1995,2510975695047
27;00:27:00;1988,8859117691075
28;00:28:00;1975,3672895838545
29;00:29:00;1969,7008702669248
30;00:30:00;1963,213374842588
31;00:31:00;1963,066611887777
32;00:32:00;1955,6908190870258
33;00:33:00;1953,1549675256574
34;00:34:00;1951,3138143743488
35;00:35:00;1950,9397300000799
36;00:36:00;1946,121245553566
37;00:37:00;1942,3934453271074
38;00:38:00;1936,963999233128
39;00:39:00;1934,5466834995757
40;00:40:00;1930,5047905059935
41;00:41:00;1928,2942782969349
42;00:42:00;1907,3341805329003
43;00:43:00;1893,3760430831708
44;00:44:00;1889,3686485865023
45;00:45:00;1886,617272926786
46;00:46:00;1884,4689997426174
47;00:47:00;1880,6784237211903
48;00:48:00;1874,4835160224206
49;00:49:00;1872,5082204606276
50;00:50:00;1866,0711908170367
51;00:51:00;1843,681799940882
52;00:52:00;1830,1573371409722
53;00:53:00;1814,5413726931674
54;00:54:00;1796,5527850031847
55;00:55:00;1782,3804661608644
56;00:56:00;1772,09592025241
57;00:57:00;1767,9778681492264
58;00:58:00;1740,3594490385892
59;00:59:00;1731,6453548441432
60;01:00:00;1659,9287131791657
61;01:01:00;1659,0930166506569
62;01:02:00;1632,3432435327074
63;01:03:00;1613,3864986363228
64;01:04:00;1535,1717502106155
65;01:05:00;1534,1730181585524
66;01:06:00;1497,2507835677682
67;01:07:00;1481,7304718349362
68;01:08:00;1460,1404448630888
69;01:09:00;1441,1080099434514
70;01:10:00;1410,0559974824423
71;01:11:00;1382,8393403878028
72;01:12:00;1197,6097928486774
73;01:13:00;1196,790073306392
74;01:14:00;1150,4325281327415
75;01:15:00;1131,6740445489497
76;01:16:00;1110,586258104655
77;01:17:00;1095,5671223757965
78;01:18:00;1072,6950321377603
79;01:19:00;1072,205022934091
80;01:20:00;1054,4170185487583
81;01:21:00;1044,600831117536
82;01:22:00;1043,4222591633672
83;01:23:00;1043,323127260037
84;01:24:00;1035,0991071917015
85;01:25:00;1014,4267251088326
86;01:26:00;1014,0237369085226
87;01:27:00;1013,9416215901144
88;01:28:00;1010,2890750871231
89;01:29:00;1008,6378189725162
90;01:30:00;993,4920339372634
91;01:31:00;966,1695367646843
92;01:32:00;957,164927910572
93;01:33:00;955,8264659863144
94;01:34:00;948,7642101485887
95;01:35:00;936,6344450446869
96;01:36:00;931,0791294074731
97;01:37:00;929,6391319002927
98;01:38:00;927,4563593430893
99;01:39:00;922,2879589119568
100;01:40:00;921,6556896042749
101;01:41:00;916,5595698541109
102;01:42:00;915,5335674882641
103;01:43:00;914,446820485871
104;01:44:00;914,1682901067763
105;01:45:00;914,0074920011557
106;01:46:00;907,244644198138
107;01:47:00;904,7901825320873
108;01:48:00;903,5103599469678
109;01:49:00;895,925133327464
110;01:50:00;895,4483714969903
111;01:51:00;890,9979476878199
112;01:52:00;887,3188367905628
113;01:53:00;878,4469268397395
114;01:54:00;872,1138172745596
115;01:55:00;870,7542904765482
116;01:56:00;869,741142407766
117;01:57:00;867,470412911524
118;01:58:00;863,9431349854473
119;01:59:00;856,5756927312776
120;02:00:00;852,0546101286353
121;02:01:00;849,7069327352893
122;02:02:00;848,5421913852717
123;02:03:00;846,3551912744414
124;02:04:00;843,1737271810741
125;02:05:00;842,7271050366294
126;02:06:00;842,5521709996001
127;02:07:00;842,3839382399343
128;02:08:00;838,6054466994912
129;02:09:00;836,8318043856365
130;02:10:00;836,5918594589606
131;02:11:00;832,9345593626282
132;02:12:00;830,2505705941583
133;02:13:00;824,4428215708809
134;02:14:00;824,351661659428
135;02:15:00;822,480869263958
136;02:16:00;822,3140688111748
137;02:17:00;820,7282528625238
138;02:18:00;820,0107472620415
139;02:19:00;815,2403045388303
140;02:20:00;813,328626147035
141;02:21:00;809,9417604881818
142;02:22:00;808,9746913788589
143;02:23:00;808,4978246098959
144;02:24:00;807,3212961098767
145;02:25:00;805,6550141685217
146;02:26:00;803,8501147557645
147;02:27:00;801,742687075486
148;02:28:00;800,5671035597709
149;02:29:00;799,5730300497067
150;02:30:00;798,3725601477934
151;02:31:00;797,7099119260579
152;02:32:00;796,852767961805
153;02:33:00;793,9095470401298
154;02:34:00;793,4747430056982
155;02:35:00;791,4508029661147
156;02:36:00;790,6551357036208
157;02:37:00;790,3132826256615
158;02:38:00;790,0040412654946
159;02:39:00;784,8070194568045
160;02:40:00;782,4984030582356
161;02:41:00;781,119914388288
162;02:42:00;779,6135265567573
163;02:43:00;773,0965540471086
164;02:44:00;772,741970090037
165;02:45:00;772,5863212673722
166;02:46:00;772,4918992586738
167;02:47:00;765,8586404705301
168;02:48:00;765,1119352967693
169;02:49:00;764,7525463157673
170;02:50:00;761,8773796390382
171;02:51:00;761,4283628292827
172;02:52:00;758,3607503570315
173;02:53:00;756,8889835505013
174;02:54:00;755,2893514580489
175;02:55:00;752,9161596762408
176;02:56:00;752,1573981697586
177;02:57:00;751,2557464517096
178;02:58:00;750,066553338071
179;02:59:00;746,8858355616816
180;03:00:00;746,161784996147
181;03:01:00;742,0676018914513
182;03:02:00;742,0565321885276
183;03:03:00;741,2157886830242
184;03:04:00;739,6716000833914
185;03:05:00;738,5100638484804
186;03:06:00;738,3490889956095
187;03:07:00;735,6924424860915
188;03:08:00;731,5899141100685
189;03:09:00;730,561063785313
190;03:10:00;729,6869078446024
191;03:11:00;728,4991680056884
192;03:12:00;727,5097063399362
193;03:13:00;720,9801943413263
194;03:14:00;719,354582633504
195;03:15:00;716,8861290436892
196;03:16:00;715,2110475422699
197;03:17:00;713,4265564672099
198;03:18:00;709,7684158291358
199;03:19:00;705,9012661303022
200;03:20:00;704,9487714307811
201;03:21:00;704,1777989337022
202;03:22:00;702,0227075995275
203;03:23:00;699,8774499873497
204;03:24:00;687,253359371348
205;03:25:00;682,3116202138877
206;03:26:00;681,9460745063825
207;03:27:00;681,5511175666827
208;03:28:00;679,5902476987465
209;03:29:00;678,8299173652367
210;03:30:00;675,2539435146165
211;03:31:00;670,6196523624334
212;03:32:00;670,0120553996052
213;03:33:00;669,3647725863826
214;03:34:00;667,3704590201113
215;03:35:00;662,3783488238607
216;03:36:00;655,9268285300941
217;03:37:00;654,305326006245
218;03:38:00;653,9115644740509
219;03:39:00;653,2463654171424
220;03:40:00;651,1136404797068
221;03:41:00;649,925846570742
222;03:42:00;647,9664521746643
223;03:43:00;645,2160265277217
224;03:44:00;644,651881638682
225;03:45:00;644,0347161302449
226;03:46:00;642,3131025488648
227;03:47:00;640,1467584557543
228;03:48:00;637,4607187066252
229;03:49:00;637,3732660995073
230;03:50:00;635,0215543329144
231;03:51:00;629,7333582150716
232;03:52:00;624,0788072373181
233;03:53:00;622,3796083590364
234;03:54:00;620,3699561149965
235;03:55:00;619,1500949160239
236;03:56:00;618,9395000500209
237;03:57:00;618,6590835396256
238;03:58:00;617,6334003038061
239;03:59:00;614,6403765126321
240;04:00:00;611,0189599288108
241;04:01:00;605,3917708593926
242;04:02:00;604,5390390754288
243;04:03:00;598,1370360007999
244;04:04:00;595,2273610913081
245;04:05:00;593,3666870039573
246;04:06:00;592,006958701625
247;04:07:00;590,8320746395735
248;04:08:00;589,942301420329
249;04:09:00;588,7573027886696
250;04:10:00;588,411540310043
251;04:11:00;581,1927825235764
252;04:12:00;580,3193117861825
253;04:13:00;580,1683432007285
254;04:14:00;579,9468428191831
255;04:15:00;577,153250081888
256;04:16:00;575,5995351277035
257;04:17:00;572,4016367761787
258;04:18:00;570,1561081625043
259;04:19:00;568,4557282664603
260;04:20:00;567,9880474874658
261;04:21:00;567,7904080241397
262;04:22:00;567,1392960303874
263;04:23:00;566,4177155600123
264;04:24:00;564,7978720845276
265;04:25:00;560,8367259928224
266;04:26:00;560,4839092345137
267;04:27:00;547,4213765662435
268;04:28:00;547,1359121748047
269;04:29:00;546,4355675913029
270;04:30:00;543,8201548119742
271;04:31:00;540,8525418683912
272;04:32:00;539,2341480662128
273;04:33:00;537,1340610170713
274;04:34:00;535,6080107421897
275;04:35:00;533,614351603494
276;04:36:00;533,1073040029356
277;04:37:00;532,6935778762057
278;04:38:00;530,7253947353447
279;04:39:00;530,6362958330249
280;04:40:00;527,0052976564889
281;04:41:00;526,9568382217292
282;04:42:00;525,96744028013
283;04:43:00;525,4750063817116
284;04:44:00;525,3860176452561
285;04:45:00;522,304636656861
286;04:46:00;522,2749403881198
287;04:47:00;515,6901686178574
288;04:48:00;514,7916602913809
289;04:49:00;514,566878371155
290;04:50:00;514,3714883748019
291;04:51:00;514,1575358173884
292;04:52:00;511,2063617109667
293;04:53:00;510,69111071614975
294;04:54:00;510,26157548277644
295;04:55:00;510,0202931130404
296;04:56:00;509,2000753375805
297;04:57:00;507,773911325461
298;04:58:00;507,5598194239742
299;04:59:00;502,22757885523333
300;05:00:00;501,8116185295952
301;05:01:00;499,8905559134569
302;05:02:00;498,86643206826966
303;05:03:00;497,80452345976937
304;05:04:00;496,94514808621216
305;05:05:00;496,39445833072136
306;05:06:00;495,8630312320648
307;05:07:00;493,1017508079937
308;05:08:00;490,81649594008377
309;05:09:00;486,8154803707212
310;05:10:00;485,9117131419047
311;05:11:00;485,3581268601887
312;05:12:00;484,10992709076874
313;05:13:00;483,0460530462072
314;05:14:00;481,52383068816175
315;05:15:00;480,6672191977011
316;05:16:00;479,09669095616925
317;05:17:00;477,5209364708806
318;05:18:00;476,5142430361039
319;05:19:00;474,51381916234885
320;05:20:00;473,1830740442315
321;05:21:00;472,3436458140433
322;05:22:00;471,94326530137016
323;05:23:00;471,65402916806005
324;05:24:00;471,45473304413827
325;05:25:00;470,92760195148475
326;05:26:00;470,735514283998
327;05:27:00;468,6302190961406
328;05:28:00;466,695407220204
329;05:29:00;465,2389335026141
330;05:30:00;464,59905832163287
331;05:31:00;463,46489853941836
332;05:32:00;459,34181537178216
333;05:33:00;456,6808093858877
334;05:34:00;456,54703963442626
335;05:35:00;455,1159864033428
336;05:36:00;453,7494832370987
337;05:37:00;453,4040129849276
338;05:38:00;453,22278277907645
339;05:39:00;451,78815097162794
340;05:40:00;450,2470110707863
341;05:41:00;447,80431828066503
342;05:42:00;445,33423507405814
343;05:43:00;443,09819025170566
344;05:44:00;440,75081477426073
345;05:45:00;439,93858385764514
