-----
5eb0d18e-72af-422f-b42d-cde233dd3992
Bedroom;304;0,10555555555555556;
Living room;1073;0,37256944444444445;
Bath;68;0,02361111111111111;
Children's room;1151;0,3996527777777778;
Kitchen;284;0,09861111111111111;
Concert House;0;0;
Children's room 2;0;0;
Office Workplace 1;0;0;
Garden;0;0;
Supermarket;0;0;
Volunteer Workplace;0;0;
Indoor Swimming Pool;0;0;
Food Market;0;0;
-----
8b6c7247-78ab-46c7-acf4-f9d9cdebfd9d
Bedroom;275;0,0954861111111111;
Living room;1478;0,5131944444444444;
Bath;105;0,036458333333333336;
Children's room;114;0,03958333333333333;
Kitchen;185;0,0642361111111111;
Concert House;0;0;
Children's room 2;630;0,21875;
Office Workplace 1;0;0;
Garden;93;0,03229166666666667;
Supermarket;0;0;
Volunteer Workplace;0;0;
Indoor Swimming Pool;0;0;
Food Market;0;0;
-----
9fd2585c-b2a1-4b3d-a4f0-c3beeec4be71
Bedroom;490;0,1701388888888889;
Living room;1444;0,5013888888888889;
Bath;105;0,036458333333333336;
Children's room;63;0,021875;
Kitchen;202;0,07013888888888889;
Concert House;0;0;
Children's room 2;0;0;
Office Workplace 1;576;0,2;
Garden;0;0;
Supermarket;0;0;
Volunteer Workplace;0;0;
Indoor Swimming Pool;0;0;
Food Market;0;0;
-----
f2d6b520-fc1c-441a-9093-d600e15f8faa
Bedroom;679;0,23576388888888888;
Living room;1263;0,43854166666666666;
Bath;210;0,07291666666666667;
Children's room;0;0;
Kitchen;417;0,14479166666666668;
Concert House;219;0,07604166666666666;
Children's room 2;0;0;
Office Workplace 1;0;0;
Garden;92;0,03194444444444444;
Supermarket;0;0;
Volunteer Workplace;0;0;
Indoor Swimming Pool;0;0;
Food Market;0;0;
