Timestep;Time span;Sum [VA]
0;00:00:00;7089,824710222009
1;00:01:00;7088,330699695211
2;00:02:00;7049,046414052835
3;00:03:00;7009,222365941499
4;00:04:00;6981,46367927151
5;00:05:00;6981,356240524418
6;00:06:00;6966,519045666683
7;00:07:00;6914,511766851653
8;00:08:00;6910,246195022164
9;00:09:00;6901,843610526816
10;00:10:00;6812,419607296071
11;00:11:00;6796,8980762462725
12;00:12:00;6700,6189380647265
13;00:13:00;6700,537819133565
14;00:14:00;6691,012226742366
15;00:15:00;6675,972360555282
16;00:16:00;6667,868347172103
17;00:17:00;6653,7178545607785
18;00:18:00;6651,479372332076
19;00:19:00;6643,716351769134
20;00:20:00;6627,703939149136
21;00:21:00;6616,468420269385
22;00:22:00;6583,810134011407
23;00:23:00;6577,04806077095
24;00:24:00;6571,383672149874
25;00:25:00;6506,378396480689
26;00:26:00;6481,331368385445
27;00:27:00;6458,3384177077005
28;00:28:00;6437,749333314873
29;00:29:00;6425,356143364057
30;00:30:00;6415,233620396709
31;00:31:00;6404,749626158583
32;00:32:00;6399,9552432656
33;00:33:00;6398,582828822613
34;00:34:00;6376,529718693078
35;00:35:00;6375,307901345461
36;00:36:00;6369,713205427354
37;00:37:00;6365,1962056610555
38;00:38:00;6363,189482573989
39;00:39:00;6350,975526014122
40;00:40:00;6343,873679722306
41;00:41:00;6332,958962132944
42;00:42:00;6310,134117295131
43;00:43:00;6259,7998214491345
44;00:44:00;6248,992677970258
45;00:45:00;6245,6423556479795
46;00:46:00;6235,454291344061
47;00:47:00;6192,584214268328
48;00:48:00;6160,628889706493
49;00:49:00;6110,978022325723
50;00:50:00;6084,397192115728
51;00:51:00;6008,114406484417
52;00:52:00;5991,387314638765
53;00:53:00;5956,240969042151
54;00:54:00;5947,519465690027
55;00:55:00;5906,990586530694
56;00:56:00;5863,18662208025
57;00:57:00;5861,894276983542
58;00:58:00;5781,672434542436
59;00:59:00;5726,601576091657
60;01:00:00;5511,242023850213
61;01:01:00;5504,474435720443
62;01:02:00;5428,525263771715
63;01:03:00;5411,3166298286105
64;01:04:00;5386,864279866594
65;01:05:00;5217,829154779913
66;01:06:00;4980,807298044992
67;01:07:00;4950,811532419367
68;01:08:00;4910,312995299327
69;01:09:00;4893,674475770192
70;01:10:00;4880,617681260319
71;01:11:00;4789,473088348364
72;01:12:00;4758,381358932468
73;01:13:00;4732,965864075484
74;01:14:00;4723,750224473303
75;01:15:00;4702,777588727206
76;01:16:00;4659,649288990134
77;01:17:00;4526,978036519748
78;01:18:00;4492,601655813292
79;01:19:00;4468,946334034363
80;01:20:00;4456,559971909627
81;01:21:00;4430,909453336557
82;01:22:00;4420,626106797044
83;01:23:00;4385,405894895798
84;01:24:00;4250,728226672236
85;01:25:00;4210,4237019458
86;01:26:00;4129,945289292248
87;01:27:00;4125,983496599402
88;01:28:00;4029,5892251112714
89;01:29:00;4021,0084108762385
90;01:30:00;4008,6839956513154
91;01:31:00;4001,660312217449
92;01:32:00;3997,6059044900517
93;01:33:00;3990,513008613602
94;01:34:00;3963,867976055524
95;01:35:00;3939,9746898597
96;01:36:00;3937,5997870867463
97;01:37:00;3917,7429914936833
98;01:38:00;3904,667046139168
99;01:39:00;3892,029157718943
100;01:40:00;3843,9913204698732
101;01:41:00;3798,57364098279
102;01:42:00;3794,6409915106005
103;01:43:00;3791,375191046377
104;01:44:00;3783,5306807020434
105;01:45:00;3712,895111358628
106;01:46:00;3691,94343690943
107;01:47:00;3686,5913935524795
108;01:48:00;3666,209984822835
109;01:49:00;3644,4870615046
110;01:50:00;3626,626474334571
111;01:51:00;3611,1851016228247
112;01:52:00;3591,3991143131416
113;01:53:00;3590,9276286148297
114;01:54:00;3589,7225509332807
115;01:55:00;3589,542270767446
116;01:56:00;3541,72612972773
117;01:57:00;3532,416422186213
118;01:58:00;3531,4380340692346
119;01:59:00;3531,287095023889
120;02:00:00;3504,3616995432117
121;02:01:00;3500,6777654573157
122;02:02:00;3490,1812231675776
123;02:03:00;3470,329195511002
124;02:04:00;3469,7831381733454
125;02:05:00;3460,832235152088
126;02:06:00;3438,7901888753277
127;02:07:00;3407,4256848332466
128;02:08:00;3406,700855917845
129;02:09:00;3392,056946809126
130;02:10:00;3378,066506239336
131;02:11:00;3358,2308232617784
132;02:12:00;3303,6829915894373
133;02:13:00;3297,626179221736
134;02:14:00;3294,379609329571
135;02:15:00;3291,450006364544
136;02:16:00;3280,7106358624246
137;02:17:00;3276,7351380964055
138;02:18:00;3266,906673774782
139;02:19:00;3262,3165718553696
140;02:20:00;3255,265461712542
141;02:21:00;3248,250178829745
142;02:22:00;3231,398511069465
143;02:23:00;3228,7015881940315
144;02:24:00;3222,0229461418544
145;02:25:00;3221,9929823696934
146;02:26:00;3217,009030865374
147;02:27:00;3199,6947347436103
148;02:28:00;3198,237998198769
149;02:29:00;3195,3126335268007
150;02:30:00;3188,222803180803
151;02:31:00;3182,1581415805836
152;02:32:00;3170,4749912090256
153;02:33:00;3158,217378375576
154;02:34:00;3154,7378451141367
155;02:35:00;3149,616140185696
156;02:36:00;3145,912219551587
157;02:37:00;3133,6047663117383
158;02:38:00;3121,69432087707
159;02:39:00;3120,9686461983224
160;02:40:00;3120,071507024963
161;02:41:00;3111,301976300062
162;02:42:00;3109,372566022749
163;02:43:00;3105,1545741601244
164;02:44:00;3105,1079604673396
165;02:45:00;3103,078601725484
166;02:46:00;3099,5256100075667
167;02:47:00;3085,277283411087
168;02:48:00;3080,502851391596
169;02:49:00;3076,6278901753585
170;02:50:00;3060,8243527194822
171;02:51:00;3050,881317536088
172;02:52:00;3050,693673482365
173;02:53:00;3039,3461569989126
174;02:54:00;3035,762650876642
175;02:55:00;3032,5062217433388
176;02:56:00;3031,8416890310614
177;02:57:00;3023,1642679847487
178;02:58:00;3016,391853844745
179;02:59:00;3013,5788601563836
180;03:00:00;3004,1417564164685
181;03:01:00;3002,4272532553114
182;03:02:00;2996,9073074503467
183;03:03:00;2996,116072551674
184;03:04:00;2991,068768551036
185;03:05:00;2990,815948044951
186;03:06:00;2985,8198531372077
187;03:07:00;2976,043574489154
188;03:08:00;2973,8687554767707
189;03:09:00;2973,2303417786025
190;03:10:00;2972,3394343303776
191;03:11:00;2962,9473723509236
192;03:12:00;2960,0347278057206
193;03:13:00;2956,094017371358
194;03:14:00;2955,289588201732
195;03:15:00;2954,7239969192738
196;03:16:00;2945,5559715432764
197;03:17:00;2938,6223818503518
198;03:18:00;2938,525845049637
199;03:19:00;2938,4939959829176
200;03:20:00;2928,7918333097473
201;03:21:00;2924,806163599181
202;03:22:00;2923,950336023163
203;03:23:00;2920,199126058209
204;03:24:00;2919,8351681859403
205;03:25:00;2915,9837071881
206;03:26:00;2884,5024876772495
207;03:27:00;2883,0539480102702
208;03:28:00;2880,905214259408
209;03:29:00;2879,842149900736
210;03:30:00;2870,087439568577
211;03:31:00;2869,848654437434
212;03:32:00;2869,160690811014
213;03:33:00;2867,1532131151976
214;03:34:00;2865,9419389743675
215;03:35:00;2863,9334523821794
216;03:36:00;2856,1167121854915
217;03:37:00;2850,287369534651
218;03:38:00;2848,554708325965
219;03:39:00;2847,467796684441
220;03:40:00;2844,7717490910086
221;03:41:00;2843,484062105787
222;03:42:00;2838,26839888326
223;03:43:00;2834,439247193786
224;03:44:00;2833,53721064514
225;03:45:00;2830,0400975358175
226;03:46:00;2821,4628070917456
227;03:47:00;2819,4734492430603
228;03:48:00;2814,198712313189
229;03:49:00;2813,0863407315455
230;03:50:00;2812,333399945407
231;03:51:00;2807,309927975617
232;03:52:00;2806,0578456817216
233;03:53:00;2805,4737351475574
234;03:54:00;2804,6800373083233
235;03:55:00;2803,842210230484
236;03:56:00;2796,0752912824364
237;03:57:00;2793,6115820600603
238;03:58:00;2792,8283283814285
239;03:59:00;2791,91937997031
240;04:00:00;2785,5987186391967
241;04:01:00;2774,12558348169
242;04:02:00;2773,5405038374633
243;04:03:00;2763,737892953702
244;04:04:00;2755,047030465168
245;04:05:00;2750,0328181681803
246;04:06:00;2748,992489142311
247;04:07:00;2744,3873929859487
248;04:08:00;2734,2484139297567
249;04:09:00;2733,2638193939138
250;04:10:00;2730,675384319006
251;04:11:00;2729,243739762907
252;04:12:00;2724,340349969384
253;04:13:00;2718,575453348312
254;04:14:00;2712,0260159099653
255;04:15:00;2709,6507131576254
256;04:16:00;2708,8851485493014
257;04:17:00;2704,9048621364436
258;04:18:00;2704,3016864722613
259;04:19:00;2701,987082445961
260;04:20:00;2695,6481069033057
261;04:21:00;2695,2493846259704
262;04:22:00;2692,68324802114
263;04:23:00;2692,354136780741
264;04:24:00;2690,798850421165
265;04:25:00;2686,8601313925155
266;04:26:00;2684,433519650645
267;04:27:00;2681,1173899559153
268;04:28:00;2677,80030492401
269;04:29:00;2675,2852830494653
270;04:30:00;2672,3964991899643
271;04:31:00;2671,8732278571792
272;04:32:00;2671,3102007618545
273;04:33:00;2665,9464772291394
274;04:34:00;2664,39367484376
275;04:35:00;2659,6003442283945
276;04:36:00;2642,086148423882
277;04:37:00;2638,9078424549834
278;04:38:00;2623,52026954495
279;04:39:00;2623,2468007748703
280;04:40:00;2618,6484475407783
281;04:41:00;2615,120820286332
282;04:42:00;2612,6844555715684
283;04:43:00;2608,800352248622
