Device name;4;
Bathroom Light (20W);0,0321014809391358;
Bathroom Mirror Light 10 W (LED);0,0160507404695679;
Kitchen Light (20W);0,010408329997330674;
Living Room Light (Energy Saving Lamp, 20W);0,15020863606673748;
Bedroom Light (20W);0,05620498198558518;
Egg Cooker / Russell Hobbs 14048-56 Stylo;0,08986422279350215;
Juicer / Moulinex Vitafruit;0,09363024305343906;
Kitchen radio / AEG KRC 4323 CD;0,04031938722819164;
Single Stove Plate;-0,09071109687868861;
Nespresso Coffee Machine, Single Cup;-0,005050905273224043;
Food Slicer / DOMO Schneidemaschine DO521S;0,011282080377270885;
Toaster Salco MT 400;-0,018834536510928968;
Electric Kettle / Petra WK288 1.5L;0;
PC / Acer 8400;0,17718249452420584;
PC Monitor / Fujitsu Siemens Scaleoview D19-1;0,18611528771282992;
Epson Stylus Color 860;0,002971411155964366;
TASKalfa 180;0,15836949771832906;
Canon CanoScan LIDE 110;0,0002893106506144868;
External Harddrive Iomega 3.5";0,009474494941847898;
Miele DA 61;0,11254870929344866;
Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind;0,4360565811931884;
Christopeit Treadmill TM 2 Pro;0,17775756818550914;
Hedge Trimmer / Bosch AHS 550-24 ST;0;
Atika LH 2500 G;0;
Lawn Mower / Sabo 32-EL;0;
Hair Dryer Braun Silencio 1250;-0,007999818835519132;
Laptop Sony Vaio SVE151G11M;-0,46925643762896113;
Energy Saving Lamp / EL-REF 11 E27;0;
CD/DVD Player / Philips DVDR 725 H;0;
TV Medion MD20123_DE_A;-0,05973955086229506;
SAT Receiver / Kathrein UFS913;0;
Blender Vitamix Moulinex;0,02407137155555555;
AFK BM-2N;0;
Miele DG 1450;0;
Handmixer / Phillips Robust HR 1581;0;
Clatronic MS 3249 Milk Foamer;0,029540910144644255;
Dishwasher NEFF SD6P1F (2011);-0,19182791584699446;
Dryer / Miele T 8626 WP;0,5373274859221925;
Steam Iron / Phillips GC 4410;0;
Washing Machine / Bosch WAE 28143;0,25102694859629243;
Sony PlayStation 3;0,06328253734247276;
Canister vacuum cleaner / Siemens VS 06 G 1831;0;
Siemens Kl 20 LA 65 (A+);1,1219095888166613;
Kitchen radio / AEG KRC 4323 CD;0,049742926100892766;
PC / Acer 8400;0,047087268314726476;
Router O2 Box 6431;-1,1787479399945369;
PC Monitor / Fujitsu Siemens Scaleoview D19-1;0,036498388655856966;
Epson Stylus Color 860;0,009380461494485716;
TASKalfa 180;0,09954690151122929;
Phone Siemens Gigaset C320;0,41071467403660766;
Laptop Sony Vaio SVE151G11M;0,009941666666667784;
Electric Toothbrush Dondodent Professional Clean;-0,4932726091092842;
CD/DVD Player / Philips DVDR 725 H;0,04251747264124848;
SAT Receiver / Kathrein UFS913;0,05320162882906236;
TV Medion MD20123_DE_A;0,001187666666666659;
Electric Razor Braun Cruzer 5;0,26058689203961427;
Sony PlayStation 3;0,17888451058916327;
Sums;2,4718439472703064;
