Device name;Usage sum in this simulation [kWh];Usage sum in this simulation linear extrapolated to 1 year [kWh];Comparison Value from the device entry [kWh];Percentage of the comparison value [1 = 100%];Device Category;
Bathroom Light (20W);0,09766666666666665;17,824166666666663;0;0;(no category);
Bathroom Mirror Light 10 W (LED);0,048833333333333326;8,912083333333332;0;0;(no category);
Kitchen Light (20W);0,03166666666666666;5,779166666666666;0;0;(no category);
Living Room Light (Energy Saving Lamp, 20W);0,4569999999999999;83,40249999999999;0;0;(no category);
Bedroom Light (20W);0,17099999999999999;31,207499999999996;0;0;(no category);
Egg Cooker / Russell Hobbs 14048-56 Stylo;0,2734060496919978;49,89660406878959;0;0;Kitchen equipment / Egg cooker;
Juicer / Moulinex Vitafruit;0,2848639212489064;51,98766562792542;0;0;Kitchen equipment / Juicer;
Kitchen radio / AEG KRC 4323 CD;0,12266911174865192;22,387112894128975;0;0;Education and Entertainment equipment / Hifi devices / Kitchen radio;
Single Stove Plate;4,6453589683379795;847,7780117216812;0;0;Kitchen equipment / Kitchen stove / Kitchen stove front left;
Nespresso Coffee Machine, Single Cup;0,1213325372573771;22,14318804947132;0;0;Kitchen equipment / Coffee equipment / Coffee machine;
Food Slicer / DOMO Schneidemaschine DO521S;0,034324995335966765;6,264311648813934;0;0;Kitchen equipment / Food slicer;
Toaster Salco MT 400;0,4019570424494536;73,35716024702529;0;0;Kitchen equipment / Toaster;
Electric Kettle / Petra WK288 1.5L;0;0;0;0;Kitchen equipment / Electric kettle;
PC / Acer 8400;0,5390662089600793;98,37958313521447;0;0;Computers and Components / Computer / PC;
PC Monitor / Fujitsu Siemens Scaleoview D19-1;0,5662436509108029;103,33946629122153;0;0;Computers and Components / Monitor / TFT display;
Epson Stylus Color 860;0,009040325069407867;1,6498593251669356;0;0;Computers and Components / Printer / Ink jet printer;
TASKalfa 180;0,4818288904848244;87,93377251348045;0;0;Computers and Components / Computer component / Photocopier;
Canon CanoScan LIDE 110;0,0008802088268218798;0,16063811089499305;0;0;Computers and Components / Computer component / Scanner;
External Harddrive Iomega 3.5";0,029607796693274655;5,403422896522624;0;0;Computers and Components / Computer component / External Harddrives;
Miele DA 61;0,34242212361380225;62,49203755951891;0;0;Kitchen equipment / Extractor hood / Wall mounted;
Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind;1,3266737707194445;242,11796315629863;0;0;Kitchen equipment / Kitchen stove / Kitchen stove hind right;
Christopeit Treadmill TM 2 Pro;0,5408158331501219;98,69888954989726;0;0;Health equipment / Electronic hometrainer / Treadmill;
Hedge Trimmer / Bosch AHS 550-24 ST;0;0;0;0;Tools / Garden devices / Hedge trimmer;
Atika LH 2500 G;0;0;0;0;Tools / Garden devices / Garden Shredder;
Lawn Mower / Sabo 32-EL;0;0;0;0;Tools / Garden devices / Lawn mower;
Hair Dryer Braun Silencio 1250;0,49835224082248414;90,94928395010335;0;0;Bath devices / Hair dryer;
Laptop Sony Vaio SVE151G11M;0,3899274601262262;71,16176147303628;0;0;Computers and Components / Computer / Laptop;
Energy Saving Lamp / EL-REF 11 E27;0;0;0;0;Light;
CD/DVD Player / Philips DVDR 725 H;0;0;0;0;Education and Entertainment equipment / Hifi devices / CD/DVD Player;
TV Medion MD20123_DE_A;0,033510581812442736;6,1156811807708;0;0;Education and Entertainment equipment / Entertainment device / Television set;
SAT Receiver / Kathrein UFS913;0;0;0;0;Education and Entertainment equipment / Entertainment device / SAT-Receiver;
Blender Vitamix Moulinex;0,07921870118666667;14,457412966566666;0;0;Kitchen equipment / Electric whisks / Blender;
AFK BM-2N;0;0;0;0;Kitchen equipment / Breadmaker;
Miele DG 1450;0;0;0;0;Kitchen equipment / Baking oven / Normal sized Baking oven;
Handmixer / Phillips Robust HR 1581;0;0;0;0;Kitchen equipment / Handmixer;
Clatronic MS 3249 Milk Foamer;0,08987629666049322;16,402424140540013;0;0;Kitchen equipment / Coffee equipment / Cappucino creamer;
Dishwasher NEFF SD6P1F (2011);0,12198317138754582;22,261928778227112;0;0;Kitchen equipment / Dishwashers;
Dryer / Miele T 8626 WP;1,6347839078795439;298,34806318801674;0;0;Appliances / Dryer;
Steam Iron / Phillips GC 4410;0;0;0;0;Appliances / Steam iron;
Washing Machine / Bosch WAE 28143;0,10127765749057074;18,483172492029162;0;0;Appliances / Washing machine;
Sony PlayStation 3;0,19253300158228107;35,137272788766296;0;0;Education and Entertainment equipment / Video game console / Playstation 3;
Canister vacuum cleaner / Siemens VS 06 G 1831;0;0;0;0;Appliances / Vacuum cleaner / Canister vacuum cleaner;
Siemens Kl 20 LA 65 (A+);1,1219095888166613;204,74849995904069;0;0;(no category);
