Timestep;Time span;Sum [VA]
0;00:00:00;5002,182043955645
1;00:01:00;4556,743931370466
2;00:02:00;4544,914805770416
3;00:03:00;4128,119447806062
4;00:04:00;4108,52456466849
5;00:05:00;3301,3916631504203
6;00:06:00;3150,9971689955755
7;00:07:00;3107,732192038413
8;00:08:00;3074,5467330098054
9;00:09:00;3011,108430840968
10;00:10:00;3002,6975615842225
11;00:11:00;2995,3513851487896
12;00:12:00;2988,6665424523812
13;00:13:00;2972,1792140619496
14;00:14:00;2965,8916776758815
15;00:15:00;2954,5938098777538
16;00:16:00;2952,8343278239904
17;00:17:00;2947,781703739092
18;00:18:00;2943,567454763874
19;00:19:00;2927,0201041203004
20;00:20:00;2917,017942756397
21;00:21:00;2912,306372761398
22;00:22:00;2908,160561961754
23;00:23:00;2904,875356553572
24;00:24:00;2887,406467572958
25;00:25:00;2858,616456954367
26;00:26:00;2850,979490979692
27;00:27:00;2822,6503400738743
28;00:28:00;2791,9938513996535
29;00:29:00;2774,98128091057
30;00:30:00;2761,9940316040384
31;00:31:00;2757,9649518662022
32;00:32:00;2744,08679017681
33;00:33:00;2734,535758040795
34;00:34:00;2730,9736016537495
35;00:35:00;2704,517970110725
36;00:36:00;2654,867649599217
37;00:37:00;2654,6687481754375
38;00:38:00;2652,327863780582
39;00:39:00;2609,6535058543336
40;00:40:00;2571,4288387429187
41;00:41:00;2542,3367498137645
42;00:42:00;2531,801689645055
43;00:43:00;2526,3476318966837
44;00:44:00;2516,493392946334
45;00:45:00;2511,7739179970417
46;00:46:00;2495,2546115341397
47;00:47:00;2487,309097778784
48;00:48:00;2431,5441453162302
49;00:49:00;2391,579307298228
50;00:50:00;2377,438900354544
51;00:51:00;2372,7241196093164
52;00:52:00;2371,414194418105
53;00:53:00;2370,4739246088347
54;00:54:00;2338,197080619108
55;00:55:00;2330,748454807583
56;00:56:00;2301,736050354118
57;00:57:00;2296,821182723283
58;00:58:00;2285,0726974864665
59;00:59:00;2260,111761847572
60;01:00:00;2254,9977267348063
61;01:01:00;2250,4324522069337
62;01:02:00;2249,4939099757266
63;01:03:00;2248,300914613023
64;01:04:00;2242,727302798545
65;01:05:00;2239,321746748629
66;01:06:00;2222,44541474012
67;01:07:00;2222,3662969441466
68;01:08:00;2209,4616302625896
69;01:09:00;2206,4889150710237
70;01:10:00;2201,2963498902764
71;01:11:00;2181,939290070252
72;01:12:00;2170,838336638412
73;01:13:00;2163,9560798401094
74;01:14:00;2148,3051364098815
75;01:15:00;2138,6801650899483
76;01:16:00;2120,2528091338436
77;01:17:00;2081,6185585147045
78;01:18:00;2057,2687058379906
79;01:19:00;2056,4885641457463
80;01:20:00;2027,4800677731423
81;01:21:00;1990,7705083122942
82;01:22:00;1983,3601176332527
83;01:23:00;1981,0830764837149
84;01:24:00;1945,7731218240735
85;01:25:00;1887,1901935001188
86;01:26:00;1884,3377717258406
87;01:27:00;1839,8097203312407
88;01:28:00;1833,267594579267
89;01:29:00;1829,0009448092853
90;01:30:00;1796,2311151926924
91;01:31:00;1789,8570557299176
92;01:32:00;1781,6825328903747
93;01:33:00;1779,3747420716095
