Timestep;Time span;Sum [var]
0;00:00:00;739,8056502415561
1;00:01:00;728,4002806343542
2;00:02:00;709,1193236030168
3;00:03:00;690,0810271476375
4;00:04:00;687,8622242123009
5;00:05:00;665,3451067208317
6;00:06:00;612,6003502967815
7;00:07:00;588,1821615957068
8;00:08:00;582,3330865485075
9;00:09:00;581,6420847812524
10;00:10:00;563,85890590829
11;00:11:00;557,6897755924941
12;00:12:00;549,3457077053936
13;00:13:00;542,1893747804863
14;00:14:00;537,9272211686705
15;00:15:00;535,3051434097043
16;00:16:00;524,4339172310148
17;00:17:00;517,375943217372
18;00:18:00;514,5099016727119
19;00:19:00;511,89434208737015
20;00:20:00;505,22478059382433
21;00:21:00;501,8847251916789
22;00:22:00;498,81809716704214
23;00:23:00;497,0610623418387
24;00:24:00;495,60294192583336
25;00:25:00;493,318889654762
26;00:26:00;486,6326437155824
27;00:27:00;484,09950801261897
28;00:28:00;478,5545700594268
29;00:29:00;474,0451459939325
30;00:30:00;473,7074120047397
31;00:31:00;469,56361000457963
32;00:32:00;469,06340436099134
33;00:33:00;465,5371899910947
34;00:34:00;462,72348748301425
35;00:35:00;461,923426678282
36;00:36:00;459,69603084267203
37;00:37:00;456,0370836125645
38;00:38:00;455,5552349744054
39;00:39:00;454,02602471920443
40;00:40:00;453,1291600103192
41;00:41:00;452,5961123203814
42;00:42:00;451,4557586142012
43;00:43:00;444,87156897632156
44;00:44:00;441,9113677741748
45;00:45:00;438,17868046568805
46;00:46:00;437,63187681984925
47;00:47:00;435,5204820190338
48;00:48:00;435,2299834111666
49;00:49:00;434,26014364699523
50;00:50:00;432,28485069234716
51;00:51:00;429,24509932953873
52;00:52:00;428,90986833762713
53;00:53:00;427,9162335396963
54;00:54:00;427,6049389971184
55;00:55:00;425,8135375414311
56;00:56:00;424,88597500461395
57;00:57:00;424,5928303849296
58;00:58:00;424,13705831918287
59;00:59:00;423,2348863942655
60;01:00:00;423,17192545290885
61;01:01:00;418,4110771150664
62;01:02:00;416,91437751428066
63;01:03:00;416,43811275090303
64;01:04:00;415,0850435462764
65;01:05:00;413,0251910179067
66;01:06:00;412,46693282614626
67;01:07:00;411,20824722993365
68;01:08:00;411,04867682070864
