Device name;Usage sum in this simulation [kWh];Usage sum in this simulation linear extrapolated to 1 year [kWh];Comparison Value from the device entry [kWh];Percentage of the comparison value [1 = 100%];Device Category;
Kitchen Light (100W);0,922807017543871;168,41228070175646;0;0;(no category);
Living Room Light (Energy Saving Lamp, 20W);0,5378947368420912;98,16578947368164;0;0;(no category);
Bathroom Light (100W);0,5912280701754391;107,89912280701763;0;0;(no category);
Bathroom Mirror Light 10 W (LED);0,05912280701754411;10,7899122807018;0;0;(no category);
Bedroom Light (60W);0,3736842105263173;68,1973684210529;0;0;(no category);
Children Room Light (200W);0;0;0;0;(no category);
Children Room Light Device (20W);0,2922807017543809;53,341228070174516;0;0;(no category);
Children Room Light Device (20W);0,11824561403508822;21,5798245614036;0;0;(no category);
Egg Cooker / Russell Hobbs 14048-56 Stylo;0,28350540092084164;51,7397356680536;9;5,748859518672622;Kitchen equipment / Egg cooker;
Juicer / Moulinex Vitafruit;0,3010479418039924;54,941249379228616;0;0;Kitchen equipment / Juicer;
Kitchen radio / AEG KRC 4323 CD;0,16839963365307;30,732933141685276;4;7,683233285421319;Education and Entertainment equipment / Hifi devices / Kitchen radio;
Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left;9,126424612821538;1665,5724918399305;160;10,409828073999567;Kitchen equipment / Kitchen stove / Kitchen stove front left;
Coffee Machine / Braun Impression KF 600;1,6253455614856283;296,6255649711272;17;17,448562645360422;Kitchen equipment / Coffee equipment / Coffee machine;
Food Slicer / DOMO Schneidemaschine DO521S;0,035686899983480166;6,512859246985131;1;6,512859246985131;Kitchen equipment / Food slicer;
Toaster Salco MT 400;0,4024393052663931;73,44517321111674;0;0;Kitchen equipment / Toaster;
PC / Acer 8400;0,40697319886287897;74,27260879247541;61;1,2175837506963183;Computers and Components / Computer / PC;
PC Monitor / Fujitsu Siemens Scaleoview D19-1;0,6149829253220074;112,23438387126635;72;1,5588108871009214;Computers and Components / Monitor / TFT display;
Epson Stylus Color 860;0,0206897448063997;3,775878427167945;30;0,1258626142389315;Computers and Components / Printer / Ink jet printer;
TASKalfa 180;1,0863121640369995;198,2519699367524;29;6,836274825405256;Computers and Components / Computer component / Photocopier;
Canon CanoScan LIDE 110;0,0005015990933542273;0,09154183453714648;4;0,02288545863428662;Computers and Components / Computer component / Scanner;
External Harddrive Iomega 3.5";0,18882929814295454;34,4613469110892;0;0;Computers and Components / Computer component / External Harddrives;
Laptop / ACER BT.00603.043 Replacement laptop battery;2,4846976874599713;453,4573279614448;17;26,67396046832028;Computers and Components / Computer / Laptop;
Electric Kettle / Phillips Essential HD 4685/90 Schwarz;0,8052780794965191;146,96324950811473;30;4,898774983603825;Kitchen equipment / Electric kettle;
Fancy Ceiling Lights with at least 3 Bulbs;0,5284442593667671;96,441077334435;0;0;Light;
CD/DVD Player / Phillips HDR3810/31;0,7711902291394502;140,74221681794967;33;4,26491566114999;Education and Entertainment equipment / Hifi devices / CD/DVD Player;
Panasonic TX-P58V10E;22,184653274466708;4048,699222590174;200;20,24349611295087;Education and Entertainment equipment / Entertainment device / Television set;
SAT Receiver / Kathrein UFS913;0,5629342724644203;102,73550472475671;31;3,314048539508281;Education and Entertainment equipment / Entertainment device / SAT-Receiver;
Miele H 5241 B;7,080826538754866;1292,2508433227629;104;12,42548887810349;Kitchen equipment / Baking oven / Normal sized Baking oven;
Handmixer / Phillips Robust HR 1581;0;0;1;0;Kitchen equipment / Handmixer;
