Timestep;Time span;Sum [VA]
0;00:00:00;5099,05719479984
1;00:01:00;5054,199724748126
2;00:02:00;4968,378735342675
3;00:03:00;4952,87547450094
4;00:04:00;4947,283684962769
5;00:05:00;4894,48437769684
6;00:06:00;4888,994554092929
7;00:07:00;4597,163311829469
8;00:08:00;4523,988684965512
9;00:09:00;4401,207642433717
10;00:10:00;4368,319148658425
11;00:11:00;4358,709689537952
12;00:12:00;4355,174765725838
13;00:13:00;4338,577258273611
14;00:14:00;4317,55385899614
15;00:15:00;4307,018259336931
16;00:16:00;4300,8369002943355
17;00:17:00;4300,263174651932
18;00:18:00;4299,986082299288
19;00:19:00;4268,168973329558
20;00:20:00;4258,562201447282
21;00:21:00;4258,200554787925
22;00:22:00;4255,910934455113
23;00:23:00;4238,365402119408
24;00:24:00;4237,126642785993
25;00:25:00;4236,637153654661
26;00:26:00;4236,31319200853
27;00:27:00;4235,308802262591
28;00:28:00;4234,718035579788
29;00:29:00;4194,400037227239
30;00:30:00;4192,561136199756
31;00:31:00;4192,108963572064
32;00:32:00;4192,060505116124
33;00:33:00;4191,550436989793
34;00:34:00;4190,972465262625
35;00:35:00;4190,885928052908
36;00:36:00;4161,547341377954
37;00:37:00;4153,571634486618
38;00:38:00;4150,6907832778425
39;00:39:00;4115,578315947106
40;00:40:00;4086,1964350167
41;00:41:00;4063,3295008373425
42;00:42:00;3920,235412029077
43;00:43:00;3912,3204491709503
44;00:44:00;3909,500268981447
45;00:45:00;3902,5778010793565
46;00:46:00;3902,3998835438506
47;00:47:00;3856,0076937761287
48;00:48:00;3839,971127416269
49;00:49:00;3839,435328867966
50;00:50:00;3839,2735270336675
51;00:51:00;3838,749675885473
52;00:52:00;3803,5202075528787
53;00:53:00;3782,8827515153316
54;00:54:00;3767,1889663877855
55;00:55:00;3749,035082030108
56;00:56:00;3722,1169176669223
57;00:57:00;3704,411053626192
58;00:58:00;3670,7286710473527
59;00:59:00;3608,825339480366
60;01:00:00;3555,5132456351134
61;01:01:00;3553,5112784870203
62;01:02:00;3539,959965014957
63;01:03:00;3536,6125718775093
64;01:04:00;3535,53825579857
65;01:05:00;3508,682772749601
66;01:06:00;3490,9478460689875
67;01:07:00;3483,905320604237
68;01:08:00;3476,13730871294
69;01:09:00;3473,326966594508
70;01:10:00;3460,1545927357574
71;01:11:00;3448,473261380108
72;01:12:00;3445,353512692143
73;01:13:00;3416,2133917689725
74;01:14:00;3415,7765937937106
75;01:15:00;3407,950948361471
76;01:16:00;3396,2747086707723
77;01:17:00;3393,096122853307
78;01:18:00;3389,435208212744
79;01:19:00;3386,9733934450205
80;01:20:00;3379,068121100319
81;01:21:00;3339,6697267566756
82;01:22:00;3329,4879312114044
83;01:23:00;3327,7587255019866
84;01:24:00;3327,25420287914
85;01:25:00;3325,940090296632
86;01:26:00;3325,90381022417
87;01:27:00;3324,858347660774
88;01:28:00;3301,0140636457595
89;01:29:00;3244,936545635206
90;01:30:00;3234,7933796648254
91;01:31:00;3227,6428229094427
92;01:32:00;3196,8426812978564
93;01:33:00;3172,672512138574
94;01:34:00;3159,6804713690003
95;01:35:00;3155,31637946738
96;01:36:00;3154,949612297723
97;01:37:00;3125,6791353902877
98;01:38:00;3088,3387120057114
99;01:39:00;3074,024286398873
100;01:40:00;3060,185581042325
101;01:41:00;3057,8891887868676
102;01:42:00;3030,7516086795104
103;01:43:00;3029,8257044900656
104;01:44:00;3011,895492293177
105;01:45:00;2991,723805761316
106;01:46:00;2857,8324083992607
107;01:47:00;2827,6272023664824
108;01:48:00;2776,0795028796547
109;01:49:00;2764,303497409702
110;01:50:00;2762,8037128275355
111;01:51:00;2746,476292660071
112;01:52:00;2746,456742315101
113;01:53:00;2743,265736277596
114;01:54:00;2735,9619937466614
115;01:55:00;2720,4501496779203
116;01:56:00;2720,2794025145854
117;01:57:00;2717,583531180974
118;01:58:00;2709,024285695645
119;01:59:00;2708,4664628446885
120;02:00:00;2706,2074399058615
121;02:01:00;2704,6068497822903
122;02:02:00;2702,224222890288
123;02:03:00;2696,415135498186
124;02:04:00;2694,391499108051
125;02:05:00;2689,8280556709956
126;02:06:00;2679,306202767042
127;02:07:00;2678,9322164628543
128;02:08:00;2672,819297004885
129;02:09:00;2669,720975196073
130;02:10:00;2667,434464403903
131;02:11:00;2666,5944757109237
132;02:12:00;2666,3917336827963
133;02:13:00;2648,2592887308365
134;02:14:00;2641,502076204896
135;02:15:00;2640,9878655508987
136;02:16:00;2637,237912414478
137;02:17:00;2636,8481939275416
138;02:18:00;2633,5519847857895
