-----
ce4cb5ff-11dc-4926-8b45-3cac6e8e2edd
Bedroom;831;0,28854166666666664;
Living room;787;0,27326388888888886;
Bath;206;0,07152777777777777;
Kitchen;494;0,17152777777777778;
Children's room;0;0;
School 2;562;0,1951388888888889;
School;0;0;
Office Workplace 1;0;0;
Garden;0;0;
Supermarket;0;0;
-----
f0d7c0cf-f5d1-4c69-ad8c-5bc7c08a7704
Bedroom;810;0,28125;
Living room;1284;0,44583333333333336;
Bath;69;0,023958333333333335;
Kitchen;204;0,07083333333333333;
Children's room;0;0;
School 2;0;0;
School;0;0;
Office Workplace 1;513;0,178125;
Garden;0;0;
Supermarket;0;0;
-----
af2bea3c-6fd5-4a22-82dd-c34d52dc8c2a
Bedroom;67;0,02326388888888889;
Living room;1485;0,515625;
Bath;58;0,02013888888888889;
Kitchen;621;0,215625;
Children's room;217;0,07534722222222222;
School 2;0;0;
School;432;0,15;
Office Workplace 1;0;0;
Garden;0;0;
Supermarket;0;0;
