Device name;Usage sum in this simulation [kWh];Usage sum in this simulation linear extrapolated to 1 year [kWh];Comparison Value from the device entry [kWh];Percentage of the comparison value [1 = 100%];Device Category;
Living Room Light (200W);5,9833333333333325;1091,9583333333333;0;0;(no category);
Kitchen Light (300W);2,155;393,28749999999997;0;0;(no category);
Bathroom Light (60W);0,30799999999999994;56,20999999999999;0;0;(no category);
Bathroom Mirror Light 100W (Conventional);0,5402037918927186;98,58719202042114;0;0;(no category);
Bedroom Light (60W);0,7989999999999998;145,81749999999997;0;0;(no category);
Bedroom Light (20W);0;0;0;0;(no category);
Egg Cooker / Russell Hobbs 14048-56 Stylo;0,3954508912350702;72,16978765040031;0;0;Kitchen equipment / Egg cooker;
Juicer / Moulinex Vitafruit;0,42366534421510677;77,31892531925699;0;0;Kitchen equipment / Juicer;
Kitchen radio / AEG KRC 4323 CD;0,2005396981280016;36,598494908360294;0;0;Education and Entertainment equipment / Hifi devices / Kitchen radio;
Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left;11,078309630488363;2021,7915075641263;0;0;Kitchen equipment / Kitchen stove / Kitchen stove front left;
Coffee Machine / Braun Impression KF 600;2,263254769906189;413,04399550787946;0;0;Kitchen equipment / Coffee equipment / Coffee machine;
Food Slicer / DOMO Schneidemaschine DO521S;0,044182866501414605;8,063373136508165;0;0;Kitchen equipment / Food slicer;
Toaster / Bosch TAT8SL1;0,24872010851650145;45,39141980426152;0;0;Kitchen equipment / Toaster;
Miele H 5241 B;5,415724869874972;988,3697887521824;0;0;Kitchen equipment / Baking oven / Normal sized Baking oven;
Handmixer / Phillips Robust HR 1581;0,032762860163918675;5,979221979915158;0;0;Kitchen equipment / Handmixer;
Extractor Hood / Miele DA 429-4;0,08769691825315466;16,004687581200727;0;0;Kitchen equipment / Extractor hood / Cabinet mounted;
Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv;0,8840871120937009;161,34589795710042;0;0;Kitchen equipment / Kitchen stove / Kitchen stove hind left;
Microwave / Panasonic NN-CD757W;2,0220458703466937;369,0233713382716;0;0;Kitchen equipment / Microwave;
Electronic hometrainer / Kettler Track Perfomance;0,760272508500779;138,74973280139216;0;0;Health equipment / Electronic hometrainer / Treadmill;
Laptop Lenovo Thinkpad x220;2,424864302802655;442,5377352614845;0;0;Computers and Components / Computer / Laptop;
Washing Machine Samsung P1405J;0,16432196387640005;29,988758407443008;0;0;Appliances / Washing machine;
CD/DVD Player / Philips DVDR 725 H;0,11927078817239653;21,766918841462367;0;0;Education and Entertainment equipment / Hifi devices / CD/DVD Player;
Home Cinema System / Samsung HT-D5550;0,3753629282022766;68,50373439691549;0;0;Education and Entertainment equipment / Hifi devices / Home cinema system;
TV Medion MD20123_DE_A;0,4425428549983994;80,76407103720788;0;0;Education and Entertainment equipment / Entertainment device / Television set;
SAT Receiver / Kathrein UFS913;0,17032872537022994;31,084992380066964;0;0;Education and Entertainment equipment / Entertainment device / SAT-Receiver;
Hifi System / Sharp XL-HF300PH;0;0;0;0;Education and Entertainment equipment / Hifi devices / Compact System;
Electric Kettle / Phillips Essential HD 4685/90 Schwarz;0;0;0;0;Kitchen equipment / Electric kettle;
Energy Saving Lamp / EL-REF 11 E27;0;0;0;0;Light;
Vacuum Cleaner FiF;0;0;0;0;Appliances / Vacuum cleaner / Canister vacuum cleaner;
Nintendo Wii;0,03180012764585055;5,803523295367725;0;0;Education and Entertainment equipment / Video game console / Nintendo Wii;
Coffee Machine / Braun KF 580E;0;0;0;0;Kitchen equipment / Coffee equipment / Coffee machine;
Electric Kettle / Petra WK288 1.5L;0;0;0;0;Kitchen equipment / Electric kettle;
Hair Dryer / Braun Satin Pro 2200 Ion Care;2,927527968479177;534,2738542474498;0;0;Bath devices / Hair dryer;
Heater / Honeywell BH-888E;4,028882775242971;735,2711064818421;0;0;Devices for enviromental improvement / Heater;
Liebherr CBNPes 3956;1,6915964131079886;308,7163453922079;0;0;(no category);
Kitchen radio / AEG KRC 4323 CD;0,14392817736824418;26,26689236970456;0;0;Education and Entertainment equipment / Hifi devices / Kitchen radio;
Microwave / Panasonic NN-CD757W;2,8588369057893632;521,7377353065588;0;0;Kitchen equipment / Microwave;
Laptop Lenovo Thinkpad x220;0,24624780727915435;44,94022482844567;0;0;Computers and Components / Computer / Laptop;
Electric Razor Braun Cruzer 5;0,11414771868770228;20,831958660505666;0;0;(no category);
Electric Tooth Brush / Phillips HX9332;0,23948359161731825;43,70575547016058;0;0;(no category);
Phone Siemens Gigaset C320;0,3333680161191337;60,8396629417419;0;0;(no category);
Router O2 Box 6431;0,7692167055792231;140,3820487682082;0;0;(no category);
CD/DVD Player / Philips DVDR 725 H;0,12601858022808354;22,998390891625245;0;0;Education and Entertainment equipment / Hifi devices / CD/DVD Player;
Home Cinema System / Samsung HT-D5550;0,22375421732622827;40,83514466203666;0;0;Education and Entertainment equipment / Hifi devices / Home cinema system;
SAT Receiver / Kathrein UFS913;0,1466554975763756;26,76462830768855;0;0;Education and Entertainment equipment / Entertainment device / SAT-Receiver;
TV Medion MD20123_DE_A;0,029045828894622015;5,300863773268517;0;0;Education and Entertainment equipment / Entertainment device / Television set;
Hifi System / Sharp XL-HF300PH;0,3595319215010099;65,6145756739343;0;0;Education and Entertainment equipment / Hifi devices / Compact System;
Nintendo Wii;0,23232841932380674;42,39993652659473;0;0;Education and Entertainment equipment / Video game console / Nintendo Wii;
Yamaha RX-V667;1,4377406807657398;262,3876742397475;0;0;(no category);
Sums;53,27905348940426;9723,427261816276;0
