Device name;Usage sum in this simulation [kWh];Usage sum in this simulation linear extrapolated to 1 year [kWh];Comparison Value from the device entry [kWh];Percentage of the comparison value [1 = 100%];Device Category;
Living Room Light (200W);1,9666265626534818;358,9093476842604;0;0;(no category);
Kitchen Light (300W);0,7083142466604452;129,26735001553124;0;0;(no category);
Bathroom Light (60W);0,10123470439509027;18,475333552103976;0;0;(no category);
Bathroom Mirror Light 100W (Conventional);0,17755639995248687;32,40404299132885;0;0;(no category);
Bedroom Light (60W);0,2626186000379093;47,92789450691845;0;0;(no category);
Bedroom Light (20W);0;0;0;0;(no category);
Egg Cooker / Russell Hobbs 14048-56 Stylo;0,1299784223277831;23,721062074820413;9;2,635673563868935;Kitchen equipment / Egg cooker;
Juicer / Moulinex Vitafruit;0,13925206455863764;25,41350178195137;0;0;Kitchen equipment / Juicer;
Kitchen radio / AEG KRC 4323 CD;0,06591421123204161;12,029343549847594;4;3,0073358874618985;Education and Entertainment equipment / Hifi devices / Kitchen radio;
Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left;3,6412642877914516;664,53073252194;160;4,153317078262125;Kitchen equipment / Kitchen stove / Kitchen stove front left;
Coffee Machine / Braun Impression KF 600;0,7438958688384103;135,76099606300988;17;7,985940944882934;Kitchen equipment / Coffee equipment / Coffee machine;
Food Slicer / DOMO Schneidemaschine DO521S;0,014522205940254626;2,6503025840964693;1;2,6503025840964693;Kitchen equipment / Food slicer;
Toaster / Bosch TAT8SL1;0,08175034630773603;14,919438201161826;7;2,1313483144516896;Kitchen equipment / Toaster;
Miele H 5241 B;1,780062682749771;324,8614396018332;104;3,1236676884791654;Kitchen equipment / Baking oven / Normal sized Baking oven;
Handmixer / Phillips Robust HR 1581;0,010768631376077828;1,9652752261342035;1;1,9652752261342035;Kitchen equipment / Handmixer;
Extractor Hood / Miele DA 429-4;0,028824583102982023;5,260486416294219;16;0,3287804010183887;Kitchen equipment / Extractor hood / Cabinet mounted;
Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv;0,2905853813386838;53,03183209430979;0;0;Kitchen equipment / Kitchen stove / Kitchen stove hind left;
Microwave / Panasonic NN-CD757W;0,6646143375255185;121,29211659840712;46;2,636785143443633;Kitchen equipment / Microwave;
Electronic hometrainer / Kettler Track Perfomance;0,24988948914866854;45,60483176963201;187;0,24387610571995724;Health equipment / Electronic hometrainer / Treadmill;
Laptop Lenovo Thinkpad x220;0,80276136428267;146,50394898158726;0;0;Computers and Components / Computer / Laptop;
Washing Machine Samsung P1405J;0,398356276064;72,70002038167999;0;0;Appliances / Washing machine;
CD/DVD Player / Philips DVDR 725 H;0,03920241228442196;7,1544402419070074;33;0,2168012194517275;Education and Entertainment equipment / Hifi devices / CD/DVD Player;
Home Cinema System / Samsung HT-D5550;0,1233758281734834;22,51608864166072;440;0,05117292873104709;Education and Entertainment equipment / Hifi devices / Home cinema system;
TV Medion MD20123_DE_A;-0,7842667124415309;-143,12867502057938;0;0;Education and Entertainment equipment / Entertainment device / Television set;
