Timestep;Time span;Sum [Watt]
0;00:00:00;5066,584089332378
1;00:01:00;4947,292084276775
2;00:02:00;4864,647539353558
3;00:03:00;4858,02909738436
4;00:04:00;4753,389685582355
5;00:05:00;4747,994753407248
6;00:06:00;4686,543996202364
7;00:07:00;4681,420713863926
8;00:08:00;4681,078475303362
9;00:09:00;4660,262622201654
10;00:10:00;4646,9866993333835
11;00:11:00;4640,4354669767645
12;00:12:00;4620,201711011271
13;00:13:00;4606,467586217624
14;00:14:00;4588,595856025265
15;00:15:00;4576,39528017718
16;00:16:00;4566,932263043167
17;00:17:00;4557,4225131373105
18;00:18:00;4540,795013696399
19;00:19:00;4498,112544924574
20;00:20:00;4484,512097632812
21;00:21:00;4483,775141371097
22;00:22:00;4483,543276605392
23;00:23:00;4477,836842609317
24;00:24:00;4468,488648647447
25;00:25:00;4461,697649098639
26;00:26:00;4460,493661062183
27;00:27:00;4429,673528560362
28;00:28:00;4428,445572664228
29;00:29:00;4424,347377404777
30;00:30:00;4421,226369411484
31;00:31:00;4400,066650270204
32;00:32:00;4399,935486368271
33;00:33:00;4398,638927513252
34;00:34:00;4374,660096754179
35;00:35:00;4372,685939169133
36;00:36:00;4371,649490107085
37;00:37:00;4350,374461180882
38;00:38:00;4347,160008823616
39;00:39:00;4320,42145028507
40;00:40:00;4308,656741865172
41;00:41:00;4298,610897525306
42;00:42:00;4294,427428469247
43;00:43:00;4293,76259019714
44;00:44:00;4289,822325946094
45;00:45:00;4288,968381868927
46;00:46:00;4256,8628625823885
47;00:47:00;4255,109895000494
48;00:48:00;4254,406674359266
49;00:49:00;4253,054705535717
50;00:50:00;4243,529972782229
51;00:51:00;4230,961600975266
52;00:52:00;4217,63880635351
53;00:53:00;4202,299632758502
54;00:54:00;4199,487620659332
55;00:55:00;4187,796753207051
56;00:56:00;4174,7114492687615
57;00:57:00;4172,3395668972635
58;00:58:00;4162,965115397922
59;00:59:00;4152,233106953411
60;01:00:00;4145,165294913967
61;01:01:00;4133,540314399266
62;01:02:00;4131,562879701281
63;01:03:00;4130,023917832772
64;01:04:00;4130,023328291554
65;01:05:00;4125,979021056433
66;01:06:00;4125,682828874515
67;01:07:00;4115,3799424347735
68;01:08:00;4110,940349635466
69;01:09:00;4110,537211473458
70;01:10:00;4102,828768647557
71;01:11:00;4099,626446413502
72;01:12:00;4083,1903730182776
73;01:13:00;4082,933374489662
74;01:14:00;4073,9763184683893
75;01:15:00;4073,9276428978123
76;01:16:00;4058,8262572033036
77;01:17:00;4056,8015064329106
78;01:18:00;4052,675606422954
79;01:19:00;4041,445747411921
80;01:20:00;4039,2071744266254
81;01:21:00;4030,322369711616
82;01:22:00;4026,862843201705
83;01:23:00;4019,4499542797485
84;01:24:00;4018,3374475821897
85;01:25:00;4005,729129264605
86;01:26:00;4001,940758157517
87;01:27:00;3980,8942381471416
88;01:28:00;3977,403634019119
89;01:29:00;3967,589435060778
90;01:30:00;3963,4853553268263
91;01:31:00;3961,418808220722
92;01:32:00;3960,2476797309664
93;01:33:00;3959,399451020884
94;01:34:00;3951,2629202771213
95;01:35:00;3947,999506040531
96;01:36:00;3946,890817663958
97;01:37:00;3945,9490582207304
98;01:38:00;3945,707679249294
99;01:39:00;3938,956172521048
100;01:40:00;3930,3725311522235
101;01:41:00;3923,136669142611
102;01:42:00;3916,644586549219
103;01:43:00;3912,828061781985
104;01:44:00;3906,575414594448
105;01:45:00;3896,48146028725
106;01:46:00;3886,958845457703
107;01:47:00;3877,4181618825214
108;01:48:00;3872,2516209466403
109;01:49:00;3853,1229081525275
110;01:50:00;3836,015232713079
111;01:51:00;3833,46423587816
112;01:52:00;3821,6100454246557
113;01:53:00;3820,03544243768
114;01:54:00;3819,4177264921636
115;01:55:00;3817,389637381599
116;01:56:00;3817,1589674997126
117;01:57:00;3814,1939164596492
118;01:58:00;3796,684723775768
119;01:59:00;3789,526346499917
120;02:00:00;3784,8061578517427
121;02:01:00;3780,054494688215
122;02:02:00;3779,5548216166203
123;02:03:00;3773,2857576684128
124;02:04:00;3767,8608280911176
125;02:05:00;3748,3521755695697
126;02:06:00;3747,3865797705403
127;02:07:00;3741,1162943765285
128;02:08:00;3737,4567019437072
129;02:09:00;3736,629810375015
130;02:10:00;3736,4419492034194
131;02:11:00;3735,7400721173362
132;02:12:00;3733,1265221227236
133;02:13:00;3728,0541418180933
134;02:14:00;3722,978688317516
135;02:15:00;3716,8541291148904
136;02:16:00;3715,511920968809
137;02:17:00;3714,8231898244803
138;02:18:00;3711,8576042837144
139;02:19:00;3691,344470580204
140;02:20:00;3688,648137601666
141;02:21:00;3686,480420591267
142;02:22:00;3680,700912785526
143;02:23:00;3674,993609331538
144;02:24:00;3668,555922176795
145;02:25:00;3665,2298791791904
146;02:26:00;3662,9551831623976
147;02:27:00;3654,046771639131
148;02:28:00;3644,818118076109
149;02:29:00;3630,97366917544
150;02:30:00;3626,2641069490305
151;02:31:00;3626,037389884187
152;02:32:00;3625,977386641858
153;02:33:00;3624,3188044963904
154;02:34:00;3623,8985817965995
155;02:35:00;3622,514617775062
156;02:36:00;3622,1952942637568
157;02:37:00;3622,0309630431534
158;02:38:00;3620,7434624220464
159;02:39:00;3616,681176173625
160;02:40:00;3612,5281445735172
161;02:41:00;3608,1380106000224
162;02:42:00;3606,62138234675
163;02:43:00;3603,5464365105004
164;02:44:00;3602,926749165891
165;02:45:00;3600,312004648672
166;02:46:00;3595,5657997385415
167;02:47:00;3591,711902159647
168;02:48:00;3588,047235454037
169;02:49:00;3582,3214210065867
170;02:50:00;3568,3319992624797
171;02:51:00;3566,013620538922
172;02:52:00;3561,7967586243503
173;02:53:00;3560,645388400084
174;02:54:00;3555,5652647956704
175;02:55:00;3553,287474639237
176;02:56:00;3547,1339303372297
177;02:57:00;3537,0288769046265
178;02:58:00;3534,774972272932
179;02:59:00;3530,6155447495903
180;03:00:00;3524,3585599286594
181;03:01:00;3506,555762366118
182;03:02:00;3505,6837155292787
183;03:03:00;3502,654520728891
184;03:04:00;3500,9998749219412
185;03:05:00;3500,4454400065993
186;03:06:00;3497,627821342624
187;03:07:00;3489,7954439667087
188;03:08:00;3485,4800458005484
189;03:09:00;3480,521051275944
190;03:10:00;3480,082055136659
191;03:11:00;3470,539434159212
192;03:12:00;3465,6210873408018
193;03:13:00;3460,951805278809
194;03:14:00;3457,011778408825
195;03:15:00;3452,2084312267884
196;03:16:00;3451,0205843556296
197;03:17:00;3450,9511863039174
198;03:18:00;3448,1662082409603
199;03:19:00;3446,4866714333416
200;03:20:00;3446,262676059889
201;03:21:00;3444,6765364363578
202;03:22:00;3443,92839747642
203;03:23:00;3438,8295939009786
204;03:24:00;3429,9275099678457
205;03:25:00;3427,9053266416663
206;03:26:00;3423,9079821555133
207;03:27:00;3418,201943402369
208;03:28:00;3417,781561998861
209;03:29:00;3410,875840552348
210;03:30:00;3404,751550141971
211;03:31:00;3402,9823122095
212;03:32:00;3397,7194680701773
213;03:33:00;3387,8249423894304
214;03:34:00;3374,7734014378643
215;03:35:00;3363,043727343754
216;03:36:00;3362,874823045486
217;03:37:00;3362,235444468005
218;03:38:00;3352,7465002091258
219;03:39:00;3349,2663180293575
220;03:40:00;3349,2455258081527
221;03:41:00;3347,4903723678485
222;03:42:00;3340,532941736336
223;03:43:00;3339,3941902765364
224;03:44:00;3332,1899074809708
225;03:45:00;3316,250885563349
226;03:46:00;3304,72842160639
227;03:47:00;3302,450656310369
