Device name;4;
Bathroom Light (20W);0,02933333333333333;
Bathroom Mirror Light 100W (Conventional);0,10329908292000949;
Kitchen Light (60W);0,09499999999999999;
Living Room Light (Energy Saving Lamp, 20W);0,38833333333333325;
Bedroom Light (200W);0,6699999999999999;
Toaster / Bosch TAT8SL1;0,10426406886919941;
Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left;5,553023953204471;
Electric Kettle / Phillips Essential HD 4685/90 Schwarz;0,6767337697182676;
Westinghouse Fanaway;0;
Clatronic MS 3249 Milk Foamer;0,432183152448246;
Nespresso Coffee Machine, Single Cup;0,051999658824590185;
PC / Acer Aspire M3640;1,687324147075665;
PC Monitor / Fujitsu Siemens Scaleoview H19-1;0,6700416847196764;
Epson Stylus Color 860;0,011934896649138771;
TASKalfa 180;0,6294887281637311;
Canon CanoScan LIDE 110;0,0016195450837893646;
External Harddrive Iomega 3.5";0,015637005124009833;
Extractor Hood / Miele DA 429-4;0,050229265369541184;
Kitchen radio / AEG KRC 4323 CD;0,008314169326786913;
Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv;0,209077129436934;
Microwave / Panasonic NN 5259;0;
Oven / AEG B 33512-5-M;0,942230896877099;
Miele DA 61;0,12882887525930406;
Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind;0,49281191137620095;
Bauknecht GTM 2511;0;
Dehumidifier / Trotec TTK 50 S;0;
Dishwasher Whirlpool 45cm from Ikea;0,23703971704336668;
Miele T 495 C;0;
Electronic hometrainer / Kettler Track Perfomance;0,8872723650576565;
Coffee Machine / Braun Impression KF 600;0;
Electric Kettle / Petra WK288 1.5L;0;
Washing Machine AEG Lavamat 54610;0;
Tectro TP 020;0;
Sony PlayStation 3;0;
TV Samsung LED UE40 B7090;0,4438413068323222;
Osram Light Bulb Classic A 60W;0;
CD/DVD Player / Phillips CD 380;0,06559867152979404;
SAT Receiver / Kathrein UFS913;0,05695853159552607;
Siemens VS 91143 S Super 911;0;
Siemens Kl 20 LA 65 (A+);1,1261931552999942;
PC / Acer Aspire M3640;0,4763212452555593;
Router O2 Box 6431;0,7692108203333222;
PC Monitor / Fujitsu Siemens Scaleoview H19-1;0,14037487126510978;
Epson Stylus Color 860;0,02843472548598669;
TASKalfa 180;0,3017368874520441;
Kitchen radio / AEG KRC 4323 CD;0,16129456347137708;
Microwave / Panasonic NN 5259;1,4147052097059063;
Bauknecht GTM 2511;3,02369866048451;
Electric Razor / Phillips PT860/16 Razor PowerTouch Plus;0,02586793105896676;
Electric Toothbrush Dondodent Professional Clean;0,026579818603825342;
Smartphone Samung S4;0,05525526207766097;
TV Samsung LED UE40 B7090;0,151720054288468;
Sony PlayStation 3;0,5498014277449378;
CD/DVD Player / Phillips CD 380;0,10603130950786582;
SAT Receiver / Kathrein UFS913;0,1568988270172125;
Yamaha RX-V667;1,4405119618609497;
Sums;24,597055930085695;
